Area,Year,Month,Unit,Value
Canada,1946,1,Persons,12188000
Canada,1946,4,Persons,12241000
Canada,1946,7,Persons,12316000
Canada,1946,10,Persons,12393000
Canada,1947,1,Persons,12450000
Canada,1947,4,Persons,12507000
Canada,1947,7,Persons,12576000
Canada,1947,10,Persons,12646000
Canada,1948,1,Persons,12710000
Canada,1948,4,Persons,12773000
Canada,1948,7,Persons,12852000
Canada,1948,10,Persons,12930000
Canada,1949,1,Persons,12998000
Canada,1949,4,Persons,13399000
Canada,1949,7,Persons,13475000
Canada,1949,10,Persons,13548000
Canada,1950,1,Persons,13607000
Canada,1950,4,Persons,13663000
Canada,1950,7,Persons,13737000
Canada,1950,10,Persons,13807000
Canada,1951,1,Persons,13870000
Canada,1951,4,Persons,13937000
Canada,1951,7,Persons,14050000
Canada,1951,10,Persons,14163000
Newfoundland and Labrador,1951,7,Persons,362000
Newfoundland and Labrador,1951,10,Persons,365000
Prince Edward Island,1951,7,Persons,99000
Prince Edward Island,1951,10,Persons,99000
Nova Scotia,1951,7,Persons,643000
Nova Scotia,1951,10,Persons,646000
New Brunswick,1951,7,Persons,517000
New Brunswick,1951,10,Persons,519000
Quebec,1951,7,Persons,4066000
Quebec,1951,10,Persons,4095000
Ontario,1951,7,Persons,4615000
Ontario,1951,10,Persons,4665000
Manitoba,1951,7,Persons,778000
Manitoba,1951,10,Persons,784000
Saskatchewan,1951,7,Persons,834000
Saskatchewan,1951,10,Persons,836000
Alberta,1951,7,Persons,943000
Alberta,1951,10,Persons,950000
British Columbia,1951,7,Persons,1168000
British Columbia,1951,10,Persons,1179000
Yukon,1951,7,Persons,9000
Yukon,1951,10,Persons,9000
Northwest Territories including Nunavut,1951,7,Persons,16000
Northwest Territories including Nunavut,1951,10,Persons,16000
Canada,1952,1,Persons,14277000
Canada,1952,4,Persons,14376000
Canada,1952,7,Persons,14496000
Canada,1952,10,Persons,14598000
Newfoundland and Labrador,1952,1,Persons,368000
Newfoundland and Labrador,1952,4,Persons,371000
Newfoundland and Labrador,1952,7,Persons,375000
Newfoundland and Labrador,1952,10,Persons,377000
Prince Edward Island,1952,1,Persons,100000
Prince Edward Island,1952,4,Persons,100000
Prince Edward Island,1952,7,Persons,100000
Prince Edward Island,1952,10,Persons,101000
Nova Scotia,1952,1,Persons,647000
Nova Scotia,1952,4,Persons,651000
Nova Scotia,1952,7,Persons,654000
Nova Scotia,1952,10,Persons,657000
New Brunswick,1952,1,Persons,521000
New Brunswick,1952,4,Persons,524000
New Brunswick,1952,7,Persons,527000
New Brunswick,1952,10,Persons,529000
Quebec,1952,1,Persons,4126000
Quebec,1952,4,Persons,4153000
Quebec,1952,7,Persons,4183000
Quebec,1952,10,Persons,4209000
Ontario,1952,1,Persons,4717000
Ontario,1952,4,Persons,4757000
Ontario,1952,7,Persons,4802000
Ontario,1952,10,Persons,4841000
Manitoba,1952,1,Persons,789000
Manitoba,1952,4,Persons,794000
Manitoba,1952,7,Persons,799000
Manitoba,1952,10,Persons,802000
Saskatchewan,1952,1,Persons,836000
Saskatchewan,1952,4,Persons,838000
Saskatchewan,1952,7,Persons,845000
Saskatchewan,1952,10,Persons,850000
Alberta,1952,1,Persons,959000
Alberta,1952,4,Persons,965000
Alberta,1952,7,Persons,977000
Alberta,1952,10,Persons,985000
British Columbia,1952,1,Persons,1189000
British Columbia,1952,4,Persons,1198000
British Columbia,1952,7,Persons,1209000
British Columbia,1952,10,Persons,1222000
Yukon,1952,1,Persons,9000
Yukon,1952,4,Persons,9000
Yukon,1952,7,Persons,9000
Yukon,1952,10,Persons,9000
Northwest Territories including Nunavut,1952,1,Persons,16000
Northwest Territories including Nunavut,1952,4,Persons,16000
Northwest Territories including Nunavut,1952,7,Persons,16000
Northwest Territories including Nunavut,1952,10,Persons,16000
Canada,1953,1,Persons,14682000
Canada,1953,4,Persons,14763000
Canada,1953,7,Persons,14886000
Canada,1953,10,Persons,15001000
Newfoundland and Labrador,1953,1,Persons,379000
Newfoundland and Labrador,1953,4,Persons,382000
Newfoundland and Labrador,1953,7,Persons,384000
Newfoundland and Labrador,1953,10,Persons,387000
Prince Edward Island,1953,1,Persons,101000
Prince Edward Island,1953,4,Persons,101000
Prince Edward Island,1953,7,Persons,101000
Prince Edward Island,1953,10,Persons,101000
Nova Scotia,1953,1,Persons,660000
Nova Scotia,1953,4,Persons,662000
Nova Scotia,1953,7,Persons,664000
Nova Scotia,1953,10,Persons,667000
New Brunswick,1953,1,Persons,530000
New Brunswick,1953,4,Persons,532000
New Brunswick,1953,7,Persons,533000
New Brunswick,1953,10,Persons,535000
Quebec,1953,1,Persons,4228000
Quebec,1953,4,Persons,4249000
Quebec,1953,7,Persons,4281000
Quebec,1953,10,Persons,4310000
Ontario,1953,1,Persons,4876000
Ontario,1953,4,Persons,4907000
Ontario,1953,7,Persons,4956000
Ontario,1953,10,Persons,5002000
Manitoba,1953,1,Persons,804000
Manitoba,1953,4,Persons,806000
Manitoba,1953,7,Persons,810000
Manitoba,1953,10,Persons,814000
Saskatchewan,1953,1,Persons,852000
Saskatchewan,1953,4,Persons,855000
Saskatchewan,1953,7,Persons,863000
Saskatchewan,1953,10,Persons,866000
Alberta,1953,1,Persons,994000
Alberta,1953,4,Persons,1002000
Alberta,1953,7,Persons,1016000
Alberta,1953,10,Persons,1029000
British Columbia,1953,1,Persons,1233000
British Columbia,1953,4,Persons,1242000
British Columbia,1953,7,Persons,1253000
British Columbia,1953,10,Persons,1265000
Yukon,1953,1,Persons,9000
Yukon,1953,4,Persons,9000
Yukon,1953,7,Persons,9000
Yukon,1953,10,Persons,9000
Northwest Territories including Nunavut,1953,1,Persons,16000
Northwest Territories including Nunavut,1953,4,Persons,16000
Northwest Territories including Nunavut,1953,7,Persons,16000
Northwest Territories including Nunavut,1953,10,Persons,16000
Canada,1954,1,Persons,15105000
Canada,1954,4,Persons,15199000
Canada,1954,7,Persons,15330000
Canada,1954,10,Persons,15444000
Newfoundland and Labrador,1954,1,Persons,390000
Newfoundland and Labrador,1954,4,Persons,393000
Newfoundland and Labrador,1954,7,Persons,396000
Newfoundland and Labrador,1954,10,Persons,399000
Prince Edward Island,1954,1,Persons,101000
Prince Edward Island,1954,4,Persons,101000
Prince Edward Island,1954,7,Persons,101000
Prince Edward Island,1954,10,Persons,101000
Nova Scotia,1954,1,Persons,668000
Nova Scotia,1954,4,Persons,670000
Nova Scotia,1954,7,Persons,674000
Nova Scotia,1954,10,Persons,676000
New Brunswick,1954,1,Persons,537000
New Brunswick,1954,4,Persons,538000
New Brunswick,1954,7,Persons,541000
New Brunswick,1954,10,Persons,543000
Quebec,1954,1,Persons,4337000
Quebec,1954,4,Persons,4365000
Quebec,1954,7,Persons,4402000
Quebec,1954,10,Persons,4436000
Ontario,1954,1,Persons,5047000
Ontario,1954,4,Persons,5082000
Ontario,1954,7,Persons,5130000
Ontario,1954,10,Persons,5174000
Manitoba,1954,1,Persons,816000
Manitoba,1954,4,Persons,819000
Manitoba,1954,7,Persons,825000
Manitoba,1954,10,Persons,830000
Saskatchewan,1954,1,Persons,867000
Saskatchewan,1954,4,Persons,869000
Saskatchewan,1954,7,Persons,874000
Saskatchewan,1954,10,Persons,877000
Alberta,1954,1,Persons,1039000
Alberta,1954,4,Persons,1047000
Alberta,1954,7,Persons,1061000
Alberta,1954,10,Persons,1070000
British Columbia,1954,1,Persons,1278000
British Columbia,1954,4,Persons,1288000
British Columbia,1954,7,Persons,1299000
British Columbia,1954,10,Persons,1311000
Yukon,1954,1,Persons,9000
Yukon,1954,4,Persons,10000
Yukon,1954,7,Persons,10000
Yukon,1954,10,Persons,10000
Northwest Territories including Nunavut,1954,1,Persons,16000
Northwest Territories including Nunavut,1954,4,Persons,17000
Northwest Territories including Nunavut,1954,7,Persons,17000
Northwest Territories including Nunavut,1954,10,Persons,17000
Canada,1955,1,Persons,15535000
Canada,1955,4,Persons,15620000
Canada,1955,7,Persons,15736000
Canada,1955,10,Persons,15834000
Newfoundland and Labrador,1955,1,Persons,401000
Newfoundland and Labrador,1955,4,Persons,404000
Newfoundland and Labrador,1955,7,Persons,407000
Newfoundland and Labrador,1955,10,Persons,410000
Prince Edward Island,1955,1,Persons,100000
Prince Edward Island,1955,4,Persons,100000
Prince Edward Island,1955,7,Persons,100000
Prince Edward Island,1955,10,Persons,100000
Nova Scotia,1955,1,Persons,678000
Nova Scotia,1955,4,Persons,681000
Nova Scotia,1955,7,Persons,684000
Nova Scotia,1955,10,Persons,688000
New Brunswick,1955,1,Persons,544000
New Brunswick,1955,4,Persons,546000
New Brunswick,1955,7,Persons,548000
New Brunswick,1955,10,Persons,550000
Quebec,1955,1,Persons,4465000
Quebec,1955,4,Persons,4492000
Quebec,1955,7,Persons,4529000
Quebec,1955,10,Persons,4557000
Ontario,1955,1,Persons,5208000
Ontario,1955,4,Persons,5236000
Ontario,1955,7,Persons,5278000
Ontario,1955,10,Persons,5311000
Manitoba,1955,1,Persons,833000
Manitoba,1955,4,Persons,837000
Manitoba,1955,7,Persons,841000
Manitoba,1955,10,Persons,844000
Saskatchewan,1955,1,Persons,877000
Saskatchewan,1955,4,Persons,877000
Saskatchewan,1955,7,Persons,879000
Saskatchewan,1955,10,Persons,880000
Alberta,1955,1,Persons,1078000
Alberta,1955,4,Persons,1084000
Alberta,1955,7,Persons,1094000
Alberta,1955,10,Persons,1102000
British Columbia,1955,1,Persons,1323000
British Columbia,1955,4,Persons,1334000
British Columbia,1955,7,Persons,1347000
British Columbia,1955,10,Persons,1362000
Yukon,1955,1,Persons,11000
Yukon,1955,4,Persons,11000
Yukon,1955,7,Persons,11000
Yukon,1955,10,Persons,12000
Northwest Territories including Nunavut,1955,1,Persons,17000
Northwest Territories including Nunavut,1955,4,Persons,18000
Northwest Territories including Nunavut,1955,7,Persons,18000
Northwest Territories including Nunavut,1955,10,Persons,18000
Canada,1956,1,Persons,15919000
Canada,1956,4,Persons,16004000
Canada,1956,7,Persons,16123000
Canada,1956,10,Persons,16235000
Newfoundland and Labrador,1956,1,Persons,412000
Newfoundland and Labrador,1956,4,Persons,414000
Newfoundland and Labrador,1956,7,Persons,416000
Newfoundland and Labrador,1956,10,Persons,418000
Prince Edward Island,1956,1,Persons,100000
Prince Edward Island,1956,4,Persons,99000
Prince Edward Island,1956,7,Persons,99000
Prince Edward Island,1956,10,Persons,99000
Nova Scotia,1956,1,Persons,690000
Nova Scotia,1956,4,Persons,693000
Nova Scotia,1956,7,Persons,695000
Nova Scotia,1956,10,Persons,695000
New Brunswick,1956,1,Persons,552000
New Brunswick,1956,4,Persons,553000
New Brunswick,1956,7,Persons,556000
New Brunswick,1956,10,Persons,557000
Quebec,1956,1,Persons,4581000
Quebec,1956,4,Persons,4606000
Quebec,1956,7,Persons,4641000
Quebec,1956,10,Persons,4671000
Ontario,1956,1,Persons,5344000
Ontario,1956,4,Persons,5375000
Ontario,1956,7,Persons,5423000
Ontario,1956,10,Persons,5470000
Manitoba,1956,1,Persons,845000
Manitoba,1956,4,Persons,848000
Manitoba,1956,7,Persons,850000
Manitoba,1956,10,Persons,852000
Saskatchewan,1956,1,Persons,879000
Saskatchewan,1956,4,Persons,879000
Saskatchewan,1956,7,Persons,881000
Saskatchewan,1956,10,Persons,880000
Alberta,1956,1,Persons,1109000
Alberta,1956,4,Persons,1118000
Alberta,1956,7,Persons,1126000
Alberta,1956,10,Persons,1136000
British Columbia,1956,1,Persons,1377000
British Columbia,1956,4,Persons,1388000
British Columbia,1956,7,Persons,1405000
British Columbia,1956,10,Persons,1426000
Yukon,1956,1,Persons,12000
Yukon,1956,4,Persons,12000
Yukon,1956,7,Persons,12000
Yukon,1956,10,Persons,12000
Northwest Territories including Nunavut,1956,1,Persons,18000
Northwest Territories including Nunavut,1956,4,Persons,19000
Northwest Territories including Nunavut,1956,7,Persons,19000
Northwest Territories including Nunavut,1956,10,Persons,19000
Canada,1957,1,Persons,16352000
Canada,1957,4,Persons,16479000
Canada,1957,7,Persons,16677000
Canada,1957,10,Persons,16810000
Newfoundland and Labrador,1957,1,Persons,420000
Newfoundland and Labrador,1957,4,Persons,422000
Newfoundland and Labrador,1957,7,Persons,425000
Newfoundland and Labrador,1957,10,Persons,427000
Prince Edward Island,1957,1,Persons,99000
Prince Edward Island,1957,4,Persons,99000
Prince Edward Island,1957,7,Persons,99000
Prince Edward Island,1957,10,Persons,99000
Nova Scotia,1957,1,Persons,695000
Nova Scotia,1957,4,Persons,698000
Nova Scotia,1957,7,Persons,701000
Nova Scotia,1957,10,Persons,702000
New Brunswick,1957,1,Persons,558000
New Brunswick,1957,4,Persons,560000
New Brunswick,1957,7,Persons,563000
New Brunswick,1957,10,Persons,565000
Quebec,1957,1,Persons,4702000
Quebec,1957,4,Persons,4737000
Quebec,1957,7,Persons,4786000
Quebec,1957,10,Persons,4825000
Ontario,1957,1,Persons,5529000
Ontario,1957,4,Persons,5580000
Ontario,1957,7,Persons,5668000
Ontario,1957,10,Persons,5722000
Manitoba,1957,1,Persons,851000
Manitoba,1957,4,Persons,856000
Manitoba,1957,7,Persons,863000
Manitoba,1957,10,Persons,863000
Saskatchewan,1957,1,Persons,874000
Saskatchewan,1957,4,Persons,875000
Saskatchewan,1957,7,Persons,882000
Saskatchewan,1957,10,Persons,884000
Alberta,1957,1,Persons,1144000
Alberta,1957,4,Persons,1153000
Alberta,1957,7,Persons,1169000
Alberta,1957,10,Persons,1179000
British Columbia,1957,1,Persons,1449000
British Columbia,1957,4,Persons,1468000
British Columbia,1957,7,Persons,1490000
British Columbia,1957,10,Persons,1511000
Yukon,1957,1,Persons,12000
Yukon,1957,4,Persons,12000
Yukon,1957,7,Persons,12000
Yukon,1957,10,Persons,13000
Northwest Territories including Nunavut,1957,1,Persons,19000
Northwest Territories including Nunavut,1957,4,Persons,19000
Northwest Territories including Nunavut,1957,7,Persons,19000
Northwest Territories including Nunavut,1957,10,Persons,20000
Canada,1958,1,Persons,16907000
Canada,1958,4,Persons,16997000
Canada,1958,7,Persons,17120000
Canada,1958,10,Persons,17225000
Newfoundland and Labrador,1958,1,Persons,428000
Newfoundland and Labrador,1958,4,Persons,430000
Newfoundland and Labrador,1958,7,Persons,433000
Newfoundland and Labrador,1958,10,Persons,435000
Prince Edward Island,1958,1,Persons,99000
Prince Edward Island,1958,4,Persons,100000
Prince Edward Island,1958,7,Persons,100000
Prince Edward Island,1958,10,Persons,101000
Nova Scotia,1958,1,Persons,705000
Nova Scotia,1958,4,Persons,707000
Nova Scotia,1958,7,Persons,710000
Nova Scotia,1958,10,Persons,713000
New Brunswick,1958,1,Persons,567000
New Brunswick,1958,4,Persons,569000
New Brunswick,1958,7,Persons,572000
New Brunswick,1958,10,Persons,574000
Quebec,1958,1,Persons,4849000
Quebec,1958,4,Persons,4879000
Quebec,1958,7,Persons,4915000
Quebec,1958,10,Persons,4947000
Ontario,1958,1,Persons,5759000
Ontario,1958,4,Persons,5789000
Ontario,1958,7,Persons,5835000
Ontario,1958,10,Persons,5874000
Manitoba,1958,1,Persons,868000
Manitoba,1958,4,Persons,872000
Manitoba,1958,7,Persons,877000
Manitoba,1958,10,Persons,881000
Saskatchewan,1958,1,Persons,884000
Saskatchewan,1958,4,Persons,888000
Saskatchewan,1958,7,Persons,894000
Saskatchewan,1958,10,Persons,898000
Alberta,1958,1,Persons,1191000
Alberta,1958,4,Persons,1198000
Alberta,1958,7,Persons,1211000
Alberta,1958,10,Persons,1221000
British Columbia,1958,1,Persons,1524000
British Columbia,1958,4,Persons,1532000
British Columbia,1958,7,Persons,1540000
British Columbia,1958,10,Persons,1548000
Yukon,1958,1,Persons,13000
Yukon,1958,4,Persons,13000
Yukon,1958,7,Persons,13000
Yukon,1958,10,Persons,13000
Northwest Territories including Nunavut,1958,1,Persons,20000
Northwest Territories including Nunavut,1958,4,Persons,20000
Northwest Territories including Nunavut,1958,7,Persons,20000
Northwest Territories including Nunavut,1958,10,Persons,20000
Canada,1959,1,Persons,17318000
Canada,1959,4,Persons,17406000
Canada,1959,7,Persons,17522000
Canada,1959,10,Persons,17624000
Newfoundland and Labrador,1959,1,Persons,437000
Newfoundland and Labrador,1959,4,Persons,439000
Newfoundland and Labrador,1959,7,Persons,441000
Newfoundland and Labrador,1959,10,Persons,443000
Prince Edward Island,1959,1,Persons,101000
Prince Edward Island,1959,4,Persons,101000
Prince Edward Island,1959,7,Persons,102000
Prince Edward Island,1959,10,Persons,102000
Nova Scotia,1959,1,Persons,716000
Nova Scotia,1959,4,Persons,718000
Nova Scotia,1959,7,Persons,720000
Nova Scotia,1959,10,Persons,722000
New Brunswick,1959,1,Persons,577000
New Brunswick,1959,4,Persons,580000
New Brunswick,1959,7,Persons,583000
New Brunswick,1959,10,Persons,584000
Quebec,1959,1,Persons,4974000
Quebec,1959,4,Persons,5002000
Quebec,1959,7,Persons,5035000
Quebec,1959,10,Persons,5068000
Ontario,1959,1,Persons,5907000
Ontario,1959,4,Persons,5938000
Ontario,1959,7,Persons,5985000
Ontario,1959,10,Persons,6020000
Manitoba,1959,1,Persons,883000
Manitoba,1959,4,Persons,888000
Manitoba,1959,7,Persons,892000
Manitoba,1959,10,Persons,896000
Saskatchewan,1959,1,Persons,900000
Saskatchewan,1959,4,Persons,903000
Saskatchewan,1959,7,Persons,908000
Saskatchewan,1959,10,Persons,912000
Alberta,1959,1,Persons,1233000
Alberta,1959,4,Persons,1241000
Alberta,1959,7,Persons,1252000
Alberta,1959,10,Persons,1263000
British Columbia,1959,1,Persons,1556000
British Columbia,1959,4,Persons,1562000
British Columbia,1959,7,Persons,1570000
British Columbia,1959,10,Persons,1580000
Yukon,1959,1,Persons,13000
Yukon,1959,4,Persons,13000
Yukon,1959,7,Persons,13000
Yukon,1959,10,Persons,13000
Northwest Territories including Nunavut,1959,1,Persons,21000
Northwest Territories including Nunavut,1959,4,Persons,21000
Northwest Territories including Nunavut,1959,7,Persons,21000
Northwest Territories including Nunavut,1959,10,Persons,21000
Canada,1960,1,Persons,17710000
Canada,1960,4,Persons,17793000
Canada,1960,7,Persons,17909000
Canada,1960,10,Persons,18009000
Newfoundland and Labrador,1960,1,Persons,445000
Newfoundland and Labrador,1960,4,Persons,447000
Newfoundland and Labrador,1960,7,Persons,449000
Newfoundland and Labrador,1960,10,Persons,452000
Prince Edward Island,1960,1,Persons,103000
Prince Edward Island,1960,4,Persons,103000
Prince Edward Island,1960,7,Persons,103000
Prince Edward Island,1960,10,Persons,104000
Nova Scotia,1960,1,Persons,722000
Nova Scotia,1960,4,Persons,725000
Nova Scotia,1960,7,Persons,728000
Nova Scotia,1960,10,Persons,731000
New Brunswick,1960,1,Persons,585000
New Brunswick,1960,4,Persons,587000
New Brunswick,1960,7,Persons,589000
New Brunswick,1960,10,Persons,591000
Quebec,1960,1,Persons,5092000
Quebec,1960,4,Persons,5119000
Quebec,1960,7,Persons,5152000
Quebec,1960,10,Persons,5187000
Ontario,1960,1,Persons,6054000
Ontario,1960,4,Persons,6083000
Ontario,1960,7,Persons,6127000
Ontario,1960,10,Persons,6158000
Manitoba,1960,1,Persons,900000
Manitoba,1960,4,Persons,903000
Manitoba,1960,7,Persons,908000
Manitoba,1960,10,Persons,911000
Saskatchewan,1960,1,Persons,911000
Saskatchewan,1960,4,Persons,912000
Saskatchewan,1960,7,Persons,916000
Saskatchewan,1960,10,Persons,918000
Alberta,1960,1,Persons,1274000
Alberta,1960,4,Persons,1282000
Alberta,1960,7,Persons,1296000
Alberta,1960,10,Persons,1307000
British Columbia,1960,1,Persons,1589000
British Columbia,1960,4,Persons,1596000
British Columbia,1960,7,Persons,1605000
British Columbia,1960,10,Persons,1614000
Yukon,1960,1,Persons,14000
Yukon,1960,4,Persons,14000
Yukon,1960,7,Persons,14000
Yukon,1960,10,Persons,14000
Northwest Territories including Nunavut,1960,1,Persons,21000
Northwest Territories including Nunavut,1960,4,Persons,22000
Northwest Territories including Nunavut,1960,7,Persons,22000
Northwest Territories including Nunavut,1960,10,Persons,22000
Canada,1961,1,Persons,18092000
Canada,1961,4,Persons,18172000
Canada,1961,7,Persons,18271000
Canada,1961,10,Persons,18363000
Newfoundland and Labrador,1961,1,Persons,454000
Newfoundland and Labrador,1961,4,Persons,456000
Newfoundland and Labrador,1961,7,Persons,459000
Newfoundland and Labrador,1961,10,Persons,462000
Prince Edward Island,1961,1,Persons,104000
Prince Edward Island,1961,4,Persons,104000
Prince Edward Island,1961,7,Persons,105000
Prince Edward Island,1961,10,Persons,106000
Nova Scotia,1961,1,Persons,732000
Nova Scotia,1961,4,Persons,735000
Nova Scotia,1961,7,Persons,738000
Nova Scotia,1961,10,Persons,740000
New Brunswick,1961,1,Persons,593000
New Brunswick,1961,4,Persons,596000
New Brunswick,1961,7,Persons,599000
New Brunswick,1961,10,Persons,600000
Quebec,1961,1,Persons,5212000
Quebec,1961,4,Persons,5238000
Quebec,1961,7,Persons,5268000
Quebec,1961,10,Persons,5300000
Ontario,1961,1,Persons,6187000
Ontario,1961,4,Persons,6214000
Ontario,1961,7,Persons,6248000
Ontario,1961,10,Persons,6275000
Manitoba,1961,1,Persons,916000
Manitoba,1961,4,Persons,919000
Manitoba,1961,7,Persons,923000
Manitoba,1961,10,Persons,927000
Saskatchewan,1961,1,Persons,919000
Saskatchewan,1961,4,Persons,922000
Saskatchewan,1961,7,Persons,926000
Saskatchewan,1961,10,Persons,929000
Alberta,1961,1,Persons,1317000
Alberta,1961,4,Persons,1325000
Alberta,1961,7,Persons,1335000
Alberta,1961,10,Persons,1345000
British Columbia,1961,1,Persons,1621000
British Columbia,1961,4,Persons,1626000
British Columbia,1961,7,Persons,1632000
British Columbia,1961,10,Persons,1640000
Yukon,1961,1,Persons,14000
Yukon,1961,4,Persons,14000
Yukon,1961,7,Persons,15000
Yukon,1961,10,Persons,15000
Northwest Territories including Nunavut,1961,1,Persons,23000
Northwest Territories including Nunavut,1961,4,Persons,23000
Northwest Territories including Nunavut,1961,7,Persons,23000
Northwest Territories including Nunavut,1961,10,Persons,24000
Canada,1962,1,Persons,18442000
Canada,1962,4,Persons,18519000
Canada,1962,7,Persons,18614000
Canada,1962,10,Persons,18708000
Newfoundland and Labrador,1962,1,Persons,464000
Newfoundland and Labrador,1962,4,Persons,466000
Newfoundland and Labrador,1962,7,Persons,469000
Newfoundland and Labrador,1962,10,Persons,471000
Prince Edward Island,1962,1,Persons,107000
Prince Edward Island,1962,4,Persons,107000
Prince Edward Island,1962,7,Persons,107000
Prince Edward Island,1962,10,Persons,107000
Nova Scotia,1962,1,Persons,742000
Nova Scotia,1962,4,Persons,744000
Nova Scotia,1962,7,Persons,746000
Nova Scotia,1962,10,Persons,748000
New Brunswick,1962,1,Persons,602000
New Brunswick,1962,4,Persons,604000
New Brunswick,1962,7,Persons,605000
New Brunswick,1962,10,Persons,607000
Quebec,1962,1,Persons,5324000
Quebec,1962,4,Persons,5350000
Quebec,1962,7,Persons,5381000
Quebec,1962,10,Persons,5413000
Ontario,1962,1,Persons,6303000
Ontario,1962,4,Persons,6330000
Ontario,1962,7,Persons,6362000
Ontario,1962,10,Persons,6395000
Manitoba,1962,1,Persons,930000
Manitoba,1962,4,Persons,933000
Manitoba,1962,7,Persons,937000
Manitoba,1962,10,Persons,940000
Saskatchewan,1962,1,Persons,927000
Saskatchewan,1962,4,Persons,928000
Saskatchewan,1962,7,Persons,931000
Saskatchewan,1962,10,Persons,931000
Alberta,1962,1,Persons,1356000
Alberta,1962,4,Persons,1363000
Alberta,1962,7,Persons,1373000
Alberta,1962,10,Persons,1382000
British Columbia,1962,1,Persons,1648000
British Columbia,1962,4,Persons,1655000
British Columbia,1962,7,Persons,1663000
British Columbia,1962,10,Persons,1674000
Yukon,1962,1,Persons,15000
Yukon,1962,4,Persons,15000
Yukon,1962,7,Persons,15000
Yukon,1962,10,Persons,15000
Northwest Territories including Nunavut,1962,1,Persons,24000
Northwest Territories including Nunavut,1962,4,Persons,24000
Northwest Territories including Nunavut,1962,7,Persons,25000
Northwest Territories including Nunavut,1962,10,Persons,25000
Canada,1963,1,Persons,18787000
Canada,1963,4,Persons,18864000
Canada,1963,7,Persons,18964000
Canada,1963,10,Persons,19061000
Newfoundland and Labrador,1963,1,Persons,473000
Newfoundland and Labrador,1963,4,Persons,474000
Newfoundland and Labrador,1963,7,Persons,477000
Newfoundland and Labrador,1963,10,Persons,479000
Prince Edward Island,1963,1,Persons,107000
Prince Edward Island,1963,4,Persons,108000
Prince Edward Island,1963,7,Persons,108000
Prince Edward Island,1963,10,Persons,109000
Nova Scotia,1963,1,Persons,747000
Nova Scotia,1963,4,Persons,749000
Nova Scotia,1963,7,Persons,751000
Nova Scotia,1963,10,Persons,752000
New Brunswick,1963,1,Persons,607000
New Brunswick,1963,4,Persons,608000
New Brunswick,1963,7,Persons,609000
New Brunswick,1963,10,Persons,609000
Quebec,1963,1,Persons,5437000
Quebec,1963,4,Persons,5461000
Quebec,1963,7,Persons,5489000
Quebec,1963,10,Persons,5518000
Ontario,1963,1,Persons,6427000
Ontario,1963,4,Persons,6455000
Ontario,1963,7,Persons,6497000
Ontario,1963,10,Persons,6535000
Manitoba,1963,1,Persons,944000
Manitoba,1963,4,Persons,947000
Manitoba,1963,7,Persons,950000
Manitoba,1963,10,Persons,953000
Saskatchewan,1963,1,Persons,928000
Saskatchewan,1963,4,Persons,930000
Saskatchewan,1963,7,Persons,933000
Saskatchewan,1963,10,Persons,935000
Alberta,1963,1,Persons,1391000
Alberta,1963,4,Persons,1398000
Alberta,1963,7,Persons,1407000
Alberta,1963,10,Persons,1414000
British Columbia,1963,1,Persons,1686000
British Columbia,1963,4,Persons,1694000
British Columbia,1963,7,Persons,1702000
British Columbia,1963,10,Persons,1716000
Yukon,1963,1,Persons,15000
Yukon,1963,4,Persons,15000
Yukon,1963,7,Persons,15000
Yukon,1963,10,Persons,15000
Northwest Territories including Nunavut,1963,1,Persons,25000
Northwest Territories including Nunavut,1963,4,Persons,25000
Northwest Territories including Nunavut,1963,7,Persons,26000
Northwest Territories including Nunavut,1963,10,Persons,26000
Canada,1964,1,Persons,19142000
Canada,1964,4,Persons,19222000
Canada,1964,7,Persons,19325000
Canada,1964,10,Persons,19420000
Newfoundland and Labrador,1964,1,Persons,480000
Newfoundland and Labrador,1964,4,Persons,482000
Newfoundland and Labrador,1964,7,Persons,484000
Newfoundland and Labrador,1964,10,Persons,485000
Prince Edward Island,1964,1,Persons,109000
Prince Edward Island,1964,4,Persons,109000
Prince Edward Island,1964,7,Persons,109000
Prince Edward Island,1964,10,Persons,109000
Nova Scotia,1964,1,Persons,752000
Nova Scotia,1964,4,Persons,753000
Nova Scotia,1964,7,Persons,755000
Nova Scotia,1964,10,Persons,756000
New Brunswick,1964,1,Persons,609000
New Brunswick,1964,4,Persons,610000
New Brunswick,1964,7,Persons,612000
New Brunswick,1964,10,Persons,612000
Quebec,1964,1,Persons,5541000
Quebec,1964,4,Persons,5566000
Quebec,1964,7,Persons,5593000
Quebec,1964,10,Persons,5621000
Ontario,1964,1,Persons,6572000
Ontario,1964,4,Persons,6602000
Ontario,1964,7,Persons,6646000
Ontario,1964,10,Persons,6687000
Manitoba,1964,1,Persons,955000
Manitoba,1964,4,Persons,957000
Manitoba,1964,7,Persons,960000
Manitoba,1964,10,Persons,961000
Saskatchewan,1964,1,Persons,936000
Saskatchewan,1964,4,Persons,939000
Saskatchewan,1964,7,Persons,943000
Saskatchewan,1964,10,Persons,946000
Alberta,1964,1,Persons,1419000
Alberta,1964,4,Persons,1425000
Alberta,1964,7,Persons,1431000
Alberta,1964,10,Persons,1436000
British Columbia,1964,1,Persons,1728000
British Columbia,1964,4,Persons,1737000
British Columbia,1964,7,Persons,1750000
British Columbia,1964,10,Persons,1765000
Yukon,1964,1,Persons,15000
